Row Id,Zipcode,homeowner_dummy,gender_dummy,LAST_GIFT_amount,totalmonths_from_last_gift,AVG_for_past_GIFTs,Donated_in_previous_event,gift_ammount_in_prev_event
1217,97403,1,1,15,33,10,Yes,20
1218,97402,1,0,7,28,4.966666667,No,0
1219,97403,1,0,28,30,10.69565217,No,0
1220,97401,1,0,5,32,4.666666667,No,0
1221,97402,1,0,10,36,9.25,Yes,10
1222,97404,1,0,5,29,11,No,0
1223,97403,1,1,25,31,7.25,Yes,25
1224,97402,1,0,7,34,7.3125,Yes,7
1225,97404,1,1,10,29,12,Yes,10
1226,97403,0,1,10,30,10,Yes,10
1227,97402,1,0,20,37,9.333333333,No,0
1228,97403,0,0,5,28,5.227272727,Yes,5
1229,97404,1,0,5,29,3.875,Yes,4
1230,97401,1,1,10,36,7.294117647,No,0
1231,97403,1,1,20,29,13.5,No,0
1232,97401,0,0,15,36,11.5,No,0
1233,97402,1,1,10,35,11.13636364,Yes,13
1234,97402,0,0,10,31,8.2,No,0
1235,97404,1,0,9,36,6.866666667,No,0
1236,97401,1,0,4,32,5.260869565,No,0
1237,97404,1,1,5,32,6.304347826,No,0
1238,97403,1,0,15,37,15,No,0
1239,97401,0,1,10,28,8.428571429,Yes,10
1240,97401,1,1,20,36,20,No,0
1241,97403,1,0,20,30,11,No,0
1242,97403,1,0,7,28,6.555555556,No,0
1243,97404,1,0,25,17,48.52941177,Yes,36
1244,97404,1,1,15,30,12.5,Yes,15
1245,97401,1,0,5,31,7.333333333,Yes,5
1246,97402,0,1,25,37,18.3,No,0
1247,97403,1,1,25,28,25,No,0
1248,97404,1,0,25,31,14.66666667,No,0
1249,97401,1,1,14,31,9.875,Yes,13
1250,97404,0,1,10,31,6.75,No,0
1251,97403,1,1,7,36,7.25,No,0
1252,97401,1,1,22,30,14.82352941,Yes,22
1253,97401,0,1,10,30,7.5,Yes,8
1254,97404,1,1,4,29,4.411764706,Yes,6
1255,97402,1,0,15,33,9.888888889,No,0
1256,97404,0,1,12,30,10.875,Yes,15
1257,97404,1,0,21,36,13.5,No,0
1258,97404,1,1,3,28,3.407407407,Yes,3
1259,97404,1,1,10,17,4.475694444,No,0
1260,97403,1,0,11,20,9.384615385,Yes,32
1261,97401,1,1,10,30,10,No,0
1262,97401,1,0,15,37,6.666666667,No,0
1263,97404,1,1,7,29,6.666666667,Yes,7
1264,97401,1,1,10,32,10.66666667,Yes,10
1265,97404,1,0,20,37,15.4,No,0
1266,97403,1,0,7,28,5.1875,Yes,6
1267,97404,1,0,11,30,7.736842105,Yes,10
1268,97401,1,0,5,30,4,Yes,5
1269,97401,1,0,3,30,4.3,Yes,2
1270,97404,0,1,20,37,12.75,No,0
1271,97403,1,1,21,37,14.4,No,0
1272,97402,1,1,10,32,10,Yes,16
1273,97404,1,1,20,36,16.5,No,0
1274,97404,1,0,7,31,7.666666667,Yes,7
1275,97404,1,1,5,29,5,No,0
1276,97401,1,0,15,37,15,No,0
1277,97403,0,1,5,31,6.2,No,0
1278,97403,1,0,25,29,15,No,0
1279,97402,0,0,20,31,10.25,No,0
1280,97404,1,1,15,36,15,Yes,15
1281,97403,0,0,4,32,8.5,Yes,12
1282,97404,0,0,16,31,13.82352941,Yes,15
1283,97404,1,1,3,29,4,Yes,4
1284,97404,1,1,10,30,8,No,0
1285,97404,1,0,20,37,15,No,0
1286,97401,1,1,6,34,6,No,0
1287,97404,0,1,15,37,11.25,Yes,10
1288,97404,1,1,35,18,20.5,No,0
1289,97403,1,0,8,34,5.8,Yes,10
1290,97404,1,1,12,32,7.4,No,0
1291,97404,1,0,100,37,100,No,0
1292,97404,1,1,12,30,10.5,No,0
1293,97402,1,1,75,36,42.5,Yes,20
1294,97404,1,0,10,28,8,Yes,15
1295,97404,1,1,11,29,6.852941177,Yes,8
1296,97401,1,1,5,28,4.973684211,Yes,5
1297,97401,1,1,20,30,10,No,0
1298,97404,1,0,16,29,15.33333333,Yes,15
1299,97404,1,1,20,37,20,No,0
1300,97403,1,0,7,30,8.222222222,Yes,7
1301,97404,1,1,7,36,5.8125,Yes,7
1302,97402,1,1,16,37,9.111111111,No,0
1303,97401,1,0,16,36,8.769230769,Yes,20
1304,97401,1,0,5,31,4.454545455,Yes,5
1305,97404,1,0,20,37,13.8,Yes,10
1306,97401,1,1,20,35,16.25,No,0
1307,97401,1,1,5,31,3.3,Yes,3
1308,97401,1,1,20,37,13.125,No,0
1309,97402,1,0,10,17,7.714285714,Yes,10
1310,97404,1,0,5,32,4.818181818,No,0
1311,97403,1,1,10,30,7.333333333,Yes,15
1312,97403,1,1,10,30,10,No,0
1313,97403,1,1,10,27,4.794117647,No,0
1314,97401,1,1,15,29,9.857142857,Yes,15
1315,97404,0,1,25,32,17.91666667,Yes,20
1316,97401,1,0,11,28,8.411764706,No,0
1317,97403,1,0,7,29,5.333333333,Yes,5
1318,97404,1,1,15,24,15,Yes,15
1319,97404,1,1,5,22,5.5,Yes,3
1320,97403,1,1,16,30,11.93333333,No,0
1321,97402,1,1,15,35,10.66666667,No,0
1322,97404,1,0,25,31,12.5,No,0
1323,97404,1,1,16,34,13.5,Yes,14
1324,97404,0,0,20,32,23,No,0
1325,97404,1,1,10,32,10.5,Yes,10
1326,97402,0,1,6,30,4.666666667,Yes,5
1327,97403,0,1,16,29,13.75,No,0
1328,97402,1,0,5,36,5.628571429,Yes,5
1329,97403,1,0,5,32,4.75862069,No,0
1330,97403,1,1,10,29,10.5,Yes,16
1331,97401,1,0,15,29,16.64705882,No,0
1332,97402,1,1,21,36,13,No,0
1333,97404,1,0,25,29,17.875,No,0
1334,97404,1,1,5,28,4.875,No,0
1335,97401,0,1,12,30,5.8125,Yes,11
1336,97402,1,1,6,29,5.5,No,0
1337,97404,1,0,5,29,5.333333333,No,0
1338,97403,1,0,10,31,7.333333333,Yes,10
1339,97402,0,1,15,17,10.54761905,Yes,30
1340,97401,1,1,10,37,11.4,No,0
1341,97402,1,1,5,31,8.388888889,Yes,8
1342,97402,1,0,20,37,21.66666667,No,0
1343,97402,0,1,10,31,7.5,No,0
1344,97403,1,1,5,33,5.285714286,Yes,2
1345,97401,1,0,12,17,9.733333333,Yes,12
1346,97404,0,1,13,36,8.571428571,No,0
1347,97402,1,0,5,32,2.666666667,No,0
1348,97401,1,1,5,33,5.052631579,No,0
1349,97404,1,0,10,19,6.5,No,0
1350,97401,1,0,20,37,16.5,No,0
1351,97401,1,0,20,37,17.5,No,0
1352,97403,0,1,11,31,7.666666667,Yes,7
1353,97403,1,0,25,37,11.4,Yes,25
1354,97404,1,1,20,32,12.625,Yes,10
1355,97402,1,0,10,31,12,No,0
1356,97404,1,1,10,31,7.090909091,No,0
1357,97404,1,1,15,28,11.58333333,No,0
1358,97403,1,1,6,28,8.466666667,Yes,5
1359,97404,1,1,14,30,11.51351351,Yes,10
1360,97404,1,1,20,29,16,Yes,20
1361,97401,0,1,3,28,3.35,No,0
1362,97402,0,0,10,31,6,No,0
1363,97401,0,1,7,35,6.75,No,0
1364,97402,0,0,6,31,8.583333333,Yes,7
1365,97402,1,0,12,34,11,No,0
1366,97404,1,1,20,36,17,Yes,20
1367,97402,1,1,5,31,3.222222222,Yes,5
1368,97404,0,0,50,31,37.5,Yes,50
1369,97403,0,1,10,31,8.9,Yes,10
1370,97404,1,0,10,30,6,No,0
1371,97401,0,0,10,36,10.5875,Yes,12
1372,97404,1,1,15,30,12.5,Yes,12
1373,97404,0,0,11,34,8.548387097,No,0
1374,97404,1,0,7,29,4.5,No,0
1375,97404,1,1,11,31,10.06666667,Yes,16
1376,97402,1,1,11,28,8.333333333,No,0
1377,97402,0,1,10,30,5.340909091,Yes,3
1378,97403,1,1,20,31,5.666666667,No,0
1379,97403,1,0,10,31,8.8,No,0
1380,97404,1,1,15,34,9.5,Yes,15
1381,97404,1,1,10,29,9.666666667,Yes,10
1382,97402,1,1,10,30,5.884615385,Yes,10
1383,97404,0,0,14,28,6.866666667,Yes,8
1384,97401,0,1,10,32,6.058823529,No,0
1385,97403,1,0,10,30,8.666666667,Yes,6
1386,97401,1,0,20,19,13.75,Yes,10
1387,97403,1,1,5,34,3.375,Yes,3
1388,97404,1,1,5,32,6.666666667,Yes,10
1389,97404,1,1,20,30,17.66666667,Yes,20
1390,97404,1,1,3,19,4.2,Yes,6
1391,97401,1,0,17,35,10,No,0
1392,97402,1,1,7,31,8.75,No,0
1393,97403,1,1,19,34,16,No,0
1394,97404,0,1,20,36,19.6,Yes,37
1395,97404,1,0,8,30,7.176470588,Yes,8
1396,97403,0,0,7,36,5.956521739,Yes,5
1397,97404,1,1,6,29,5.333333333,No,0
1398,97401,0,1,15,31,10.85714286,Yes,17
1399,97404,1,1,30,37,20,No,0
1400,97404,1,1,5,31,3.705882353,No,0
1401,97403,0,1,25,28,17.61538462,No,0
1402,97403,0,1,15,37,13.11111111,Yes,10
1403,97404,1,1,25,31,18.2,Yes,27
1404,97404,0,1,25,31,15.14285714,No,0
1405,97402,1,1,10,30,8.222222222,No,0
1406,97403,0,1,25,31,24.16666667,Yes,20
1407,97401,1,0,5,32,5,No,0
1408,97401,0,1,15,31,13.5,No,0
1409,97402,1,1,15,31,10.33333333,No,0
1410,97403,0,0,15,34,10.125,Yes,20
1411,97404,1,1,12,32,8.3,Yes,10
1412,97404,0,1,12,34,9.5,No,0
1413,97403,1,1,15,31,15.25,Yes,24
1414,97402,1,1,4,28,3.7,Yes,4
1415,97404,1,0,25,37,19,No,0
1416,97404,1,1,10,31,5.588235294,No,0
1417,97404,1,1,11,31,10.16666667,No,0
1418,97403,0,1,50,30,31.74285714,No,0
1419,97404,1,1,20,34,13.71428571,Yes,25
1420,97402,1,0,21,28,19,Yes,35
1421,97401,1,0,20,35,13.33333333,No,0
1422,97401,1,1,25,30,13.125,No,0
1423,97403,0,0,2,32,4.4375,Yes,5
1424,97403,0,0,12,29,9.5,No,0
1425,97402,1,0,7,30,5.266666667,Yes,5
1426,97404,1,1,10,37,8.9375,Yes,5
1427,97403,1,0,7,29,6.166666667,No,0
1428,97401,1,1,10,30,7.5,Yes,15
1429,97402,0,1,15,29,9.833333333,Yes,15
1430,97403,0,0,11,32,6.75,No,0
1431,97403,1,0,15,36,10.4,No,0
1432,97402,0,1,20,37,14,No,0
1433,97404,0,1,5,30,3.714285714,Yes,5
1434,97404,1,0,20,37,14.28571429,Yes,10
1435,97401,1,0,9,17,9.238095238,Yes,10
1436,97404,1,1,20,36,15.33333333,Yes,20
1437,97401,1,0,24,31,6.269230769,Yes,5
1438,97402,0,0,10,18,8.470588235,No,0
1439,97404,1,1,10,29,5.5,No,0
1440,97402,1,1,9,30,8,No,0
1441,97402,1,0,5,30,7.5,No,0
1442,97401,1,1,10,29,7.4,No,0
1443,97404,0,1,3,31,4.923076923,Yes,5
1444,97404,1,1,6,32,5.916666667,No,0
1445,97404,0,1,10,36,9.928571429,No,0
1446,97401,1,1,8,30,6.428571429,Yes,13
1447,97402,1,1,15,36,10,Yes,10
1448,97404,1,0,5,29,5.25,Yes,5
1449,97404,1,0,15,37,15,No,0
1450,97402,1,0,12,30,7.181818182,No,0
1451,97404,1,1,4,29,4.9375,No,0
1452,97401,1,0,10,37,7.846153846,Yes,10
1453,97403,1,1,10,31,7,Yes,8
1454,97403,0,0,4,34,4.266666667,Yes,4
1455,97404,1,0,25,21,25,No,0
1456,97401,1,0,6,33,6.333333333,Yes,6
1457,97404,1,1,8,31,4.068181818,No,0
1458,97404,0,1,40,31,20.83333333,Yes,25
1459,97404,1,0,20,36,10.66666667,No,0
1460,97402,1,1,25,28,25,No,0
1461,97404,0,0,20,37,20,Yes,20
1462,97404,1,1,20,31,10.53846154,No,0
1463,97402,0,0,10,35,5.5,Yes,15
1464,97401,1,0,22,32,22.33333333,No,0
1465,97401,0,0,15,37,16.36363636,No,0
1466,97401,1,0,10,31,10,Yes,10
1467,97404,1,0,20,37,14.8,Yes,15
1468,97403,1,1,15,37,16.78571429,Yes,25
1469,97401,0,0,20,36,15,Yes,20
1470,97404,0,0,15,37,15.375,Yes,10
1471,97403,0,0,10,28,7.75,No,0
1472,97404,1,0,12,31,6.725,Yes,8
1473,97402,1,1,15,31,11.6,Yes,10
1474,97401,1,0,2,30,3.818181818,No,0
1475,97403,0,1,6,29,4.965517241,Yes,4
1476,97401,0,1,15,36,9,No,0
1477,97403,1,1,8,30,6.5,No,0
1478,97401,1,1,11,31,7.470588235,No,0
1479,97404,1,0,10,28,9.523809524,No,0
1480,97402,1,1,11,36,13,Yes,12
1481,97404,1,1,15,30,15,No,0
1482,97401,1,1,11,31,5.136363636,No,0
1483,97403,1,0,15,33,10.125,Yes,15
1484,97401,1,1,20,31,15,No,0
1485,97404,1,1,4,28,3.833333333,No,0
1486,97404,1,1,11,29,8.466666667,Yes,9
1487,97401,1,0,8,31,7.885714286,No,0
1488,97402,0,0,5,30,3.125,Yes,3
1489,97402,0,1,3,34,3.516129032,Yes,5
1490,97403,1,1,10,32,7.888888889,No,0
1491,97402,1,0,6,30,4.2,No,0
1492,97403,1,1,9,30,5.857142857,Yes,7
1493,97403,1,0,21,36,18,No,0
1494,97401,0,0,14,32,9.777777778,Yes,15
1495,97404,1,1,20,29,15,Yes,21
1496,97404,1,0,6,33,6.285714286,No,0
1497,97404,0,0,5,21,7.785714286,Yes,7
1498,97404,1,0,13,29,9,Yes,12
1499,97404,0,1,14,30,9.533333333,Yes,12
1500,97403,1,1,25,32,11.30769231,No,0
1501,97404,0,1,10,31,7.523809524,No,0
1502,97404,0,1,17,33,14,No,0
1503,97401,1,0,5,28,5.352941177,No,0
1504,97401,1,1,15,31,13.66666667,Yes,12.5
1505,97401,1,1,20,29,17.22222222,No,0
1506,97404,0,0,20,37,15,No,0
1507,97402,1,0,10,30,9.5,No,0
1508,97401,1,1,5,31,3.080645161,No,0
1509,97404,1,0,100,30,12.07142857,Yes,6
1510,97402,1,0,20,34,15.83333333,No,0
1511,97403,1,1,10,31,6.631578947,Yes,5
1512,97404,1,1,10,36,9.615384615,No,0
1513,97404,1,1,10,28,7.714285714,Yes,10
1514,97404,1,1,25,33,25,Yes,25
1515,97402,1,1,5,29,4.222222222,No,0
1516,97404,1,1,15,36,15,No,0
1517,97402,1,1,7,30,7.25862069,No,0
1518,97404,1,1,15,31,9.5,No,0
1519,97403,1,1,16,37,12,No,0
1520,97404,1,0,25,37,20,No,0
1521,97401,1,0,7,31,5.285714286,Yes,5
1522,97404,1,0,15,36,15,No,0
1523,97402,0,0,10,36,3.941176471,No,0
1524,97404,1,0,25,35,18.71428571,Yes,25
1525,97404,1,1,20,36,20,No,0
1526,97401,1,1,13,32,9.428571429,Yes,12
1527,97404,0,1,10,36,10.625,Yes,10
1528,97404,0,0,13,36,9.45,Yes,19
1529,97402,0,1,50,37,33,Yes,75
1530,97404,1,0,40,22,19.85714286,Yes,40
1531,97403,1,0,5,30,3.592592593,Yes,3
1532,97404,1,1,20,37,8.75,Yes,20
1533,97402,0,1,100,37,100,No,0
1534,97402,0,1,7,28,9.5,No,0
1535,97403,1,0,10,32,7.333333333,No,0
1536,97401,1,1,5,29,8.444444444,Yes,7
1537,97404,1,0,3,32,5.266666667,No,0
1538,97404,1,1,6,30,5.888888889,Yes,10
1539,97402,1,1,5,31,5.090909091,Yes,5
1540,97403,1,0,10,32,21.63636364,Yes,25
1541,97401,0,1,9,31,7,No,0
1542,97404,1,1,4,31,4.666666667,No,0
1543,97404,1,1,21,34,13,No,0
1544,97404,0,1,5,31,5.642857143,No,0
1545,97402,0,1,5,30,5.384615385,Yes,5
1546,97401,1,1,15,31,14.44444444,Yes,13
1547,97404,1,0,10,31,15.55555556,Yes,5
1548,97404,1,1,3,32,3.425925926,Yes,3
1549,97404,1,1,20,37,12.5,Yes,20
1550,97402,0,1,9,28,6.4,Yes,6
1551,97404,0,1,15,37,15,No,0
1552,97402,0,0,13,37,10.66666667,Yes,13
1553,97404,1,0,10,31,6.882352941,No,0
1554,97404,1,1,6,28,12.15384615,Yes,12
1555,97404,1,0,5,30,4.142857143,No,0
1556,97404,1,1,15,31,12.5,No,0
1557,97401,1,0,6,32,8.666666667,No,0
1558,97403,0,0,10,31,14,No,0
1559,97404,1,1,14,30,9.15,No,0
1560,97401,1,1,7,30,4.833333333,No,0
1561,97401,1,0,25,21,13.14285714,Yes,20
1562,97403,1,1,15,32,6.772727273,No,0
1563,97404,1,1,15,36,15,No,0
1564,97403,1,1,10,29,7.8,Yes,10
1565,97401,1,1,14,31,8.6,Yes,11
1566,97401,0,1,20,28,8.157894737,Yes,15
1567,97401,1,1,11,35,8.931034483,Yes,10
1568,97402,0,0,25,18,12.4375,Yes,15
1569,97404,1,0,12,31,10.66666667,Yes,10
1570,97404,1,1,10,33,6.916666667,Yes,12
1571,97404,1,1,10,30,6,Yes,10
1572,97404,1,1,16,37,9.75,No,0
1573,97401,1,0,3,29,4.278688525,Yes,3
1574,97402,1,1,10,33,7.272727273,No,0
1575,97402,0,1,10,28,5.764705882,Yes,10
1576,97401,1,1,9,30,8.2,Yes,9
1577,97404,0,1,5,27,5,No,0
1578,97401,1,1,25,36,25,No,0
1579,97402,1,0,10,31,7.533333333,No,0
1580,97404,1,0,9,28,9.2,Yes,9
1581,97404,1,1,25,31,10.54545455,No,0
1582,97403,1,0,21,32,17,No,0
1583,97404,1,0,5,30,5.133333333,Yes,10
1584,97404,1,0,10,31,10,No,0
1585,97401,0,0,5,31,5.157894737,No,0
1586,97401,0,0,9,34,4.5,No,0
1587,97403,1,0,14,31,11.22222222,Yes,16
1588,97404,1,0,15,29,9.777777778,No,0
1589,97404,1,1,10,31,10.08695652,No,0
1590,97402,1,0,20,37,12.5,No,0
1591,97404,1,0,7,31,7.076923077,Yes,6
1592,97403,1,1,19,32,19.43243243,Yes,25
1593,97404,1,1,5,28,5.714285714,Yes,7
1594,97403,0,1,10,35,5,No,0
1595,97402,1,0,12,30,9.571428571,Yes,20
1596,97403,1,0,12,19,11.81818182,Yes,12
1597,97401,0,1,10,37,9.705882353,Yes,10
1598,97404,1,1,3,31,4.090909091,Yes,3
1599,97401,1,1,25,34,20.33333333,Yes,28
1600,97401,1,1,7,31,4.024390244,No,0
1601,97403,1,0,10,31,10,Yes,10
1602,97401,1,0,12,31,10.7,Yes,19
1603,97404,1,1,11,28,7.333333333,No,0
1604,97403,1,1,15,30,10,Yes,15
1605,97402,1,0,10,32,9.9,No,0
1606,97401,1,1,7,35,6.6,Yes,50
1607,97401,0,1,7,32,5,No,0
1608,97404,1,1,11,37,9.8,Yes,5
1609,97404,1,1,4,33,4.375,Yes,4
1610,97401,1,1,25,37,25,No,0
1611,97404,1,1,15,33,12.5,Yes,15
1612,97404,1,1,21,30,18,Yes,20
1613,97402,1,1,7,36,6.125,Yes,8
1614,97404,1,0,25,31,20,No,0
1615,97404,1,0,5,34,4.975,No,0
1616,97404,1,0,10,29,10.25,No,0
1617,97404,1,1,15,28,8.411764706,Yes,7
1618,97401,1,1,10,29,6.666666667,No,0
1619,97402,1,1,15,31,9.1,Yes,14
1620,97403,1,1,10,30,10.875,No,0
1621,97403,0,1,25,36,25,No,0
1622,97404,1,1,11,34,11.28,Yes,11
1623,97404,1,1,3,28,6.555555556,No,0
1624,97404,1,0,20,37,20,No,0
1625,97401,1,1,12,30,7.947368421,No,0
1626,97401,1,1,50,37,36.66666667,No,0
1627,97402,1,1,20,29,10.4,No,0
1628,97401,1,0,25,29,15.3125,No,0
1629,97403,1,1,16,37,17,No,0
1630,97404,1,1,5,29,5.428571429,Yes,5
1631,97403,1,1,10,29,5.875,No,0
1632,97404,0,1,7,28,6.555555556,No,0
1633,97404,0,0,10,37,6.6875,No,0
1634,97402,1,1,5,37,6.928571429,No,0
1635,97403,1,1,25,37,17.5,No,0
1636,97401,1,1,25,36,7.875,Yes,10
1637,97402,1,1,5,28,6.928571429,Yes,5
1638,97402,0,0,15,18,9.9375,No,0
1639,97401,0,1,15,37,10,No,0
1640,97402,0,1,3,32,5.034482759,No,0
1641,97402,1,0,10,31,8.75,Yes,10
1642,97401,1,1,6,28,5.2,Yes,7
1643,97403,1,1,26,33,9.4375,Yes,10
1644,97402,0,1,20,32,12.54545455,No,0
1645,97403,1,1,10,29,6.904761905,Yes,8
1646,97403,0,1,10,28,8.294117647,Yes,10
1647,97403,1,1,3,29,3.181818182,No,0
1648,97402,0,0,15,36,10,Yes,20
1649,97402,0,0,20,32,14.5625,No,0
1650,97402,1,0,15,19,11.44444444,Yes,15
1651,97404,1,0,3,29,6.769230769,No,0
1652,97403,1,1,20,34,14.77777778,No,0
1653,97404,1,0,10,30,8.75,Yes,10
1654,97404,1,1,13,37,10.45454546,No,0
1655,97402,1,1,11,30,8.4375,Yes,10
1656,97404,1,1,10,37,8.034482759,No,0
1657,97403,1,1,25,28,10.8,No,0
1658,97401,0,1,20,37,13.28571429,No,0
1659,97403,0,0,3,30,3.545454546,Yes,3
1660,97404,1,0,18,28,12,No,0
1661,97403,1,0,10,33,7.008333333,No,0
1662,97402,1,1,10,35,10.6,Yes,11
1663,97404,1,0,32,32,19,No,0
1664,97401,0,1,8,28,6.5,No,0
1665,97404,1,1,25,36,20,No,0
1666,97402,1,1,3,31,2.705882353,Yes,3
1667,97403,1,1,15,33,15,Yes,21
1668,97401,0,0,6,29,5.285714286,No,0
1669,97404,1,0,25,31,21.77777778,No,0
1670,97401,1,1,15,34,11.66666667,No,0
1671,97403,1,0,15,36,15,No,0
1672,97404,1,1,10,37,13.23076923,No,0
1673,97404,1,1,15,34,9,Yes,15
1674,97402,0,1,11,29,7.764705882,Yes,13
1675,97402,1,1,14,32,12.8,No,0
1676,97403,1,0,11,28,9,Yes,15
1677,97404,1,1,15,36,12.33333333,No,0
1678,97401,1,1,15,37,10,Yes,3
1679,97402,1,1,4,29,3.6,Yes,5
1680,97404,1,0,15,34,8.5,Yes,15
1681,97403,1,1,10,37,8.619047619,Yes,10
1682,97404,1,1,7,28,6.666666667,Yes,7
1683,97404,1,1,20,37,12.66666667,No,0
1684,97401,1,1,10,28,12.22222222,Yes,10
1685,97401,1,1,10,31,7.604651163,Yes,8
1686,97403,1,0,7,31,6.6,No,0
1687,97404,1,0,25,31,25,Yes,25
1688,97404,1,0,5,31,11.72413793,Yes,15
1689,97404,1,1,3,30,3,No,0
1690,97404,1,0,5,29,7.857142857,Yes,5
1691,97404,1,1,5,33,4.75,Yes,5
1692,97403,1,1,10,29,5.5625,Yes,11
1693,97404,1,1,5,31,6.162790698,Yes,5
1694,97403,1,1,6,29,6.409090909,Yes,10
1695,97403,1,0,10,29,6.5,No,0
1696,97403,1,1,25,29,16.2,No,0
1697,97404,1,0,6,28,6.6,Yes,8
1698,97404,0,0,15,37,15,No,0
1699,97404,1,0,5,30,5.5,Yes,7
1700,97404,1,1,25,32,23.33333333,Yes,35
1701,97403,0,1,13,30,14.17647059,No,0
1702,97403,1,0,15,37,12.2,No,0
1703,97404,0,1,6,31,5.8,No,0
1704,97402,0,1,10,31,9,Yes,10
1705,97402,1,0,13,32,10.33333333,No,0
1706,97403,0,1,15,30,9.625,Yes,15
1707,97403,1,1,15,37,9.7,Yes,15
1708,97404,1,0,25,37,25,Yes,25
1709,97403,1,1,6,33,5.125,Yes,5
1710,97404,1,0,20,37,9.25,No,0
1711,97401,1,1,12,31,7.25,Yes,17
1712,97403,0,0,4,28,5.076923077,No,0
1713,97403,1,1,10,34,11,Yes,25
1714,97403,1,0,5,30,5.518518519,Yes,5
1715,97404,1,1,20,37,15,Yes,30
1716,97404,0,0,12,31,10.21428571,Yes,10
1717,97401,1,1,15,29,9,Yes,15
1718,97404,1,1,10,31,11.66666667,No,0
1719,97403,0,0,20,37,16.5,Yes,25
1720,97401,1,1,4,29,3.5,No,0
1721,97401,1,1,50,37,50,Yes,100
1722,97404,1,0,55,36,55,No,0
1723,97403,1,0,3,28,4.555555556,Yes,5
1724,97403,1,0,10,37,7.125,No,0
1725,97404,1,1,5,32,3.266666667,No,0
1726,97402,1,0,10,31,11.8,Yes,10
1727,97404,1,1,10,30,8.75,No,0
1728,97402,0,0,25,29,23.33333333,No,0
1729,97403,1,1,13,32,8.729166667,Yes,12
1730,97404,1,0,25,37,25,No,0
1731,97404,1,1,4,29,4.142857143,Yes,4
1732,97402,1,1,15,37,12.72727273,Yes,15
1733,97402,1,0,5,17,4.333333333,Yes,4
1734,97401,1,0,15,37,15,No,0
1735,97404,1,1,15,36,15,No,0
1736,97403,1,1,3,28,8.333333333,No,0
1737,97404,1,1,9,37,6.548387097,Yes,15
1738,97403,0,1,15,28,10.4,Yes,10
1739,97404,1,1,219,19,122.1666667,Yes,95
1740,97402,1,0,15,37,15,Yes,5
1741,97403,1,0,5,33,5.5,No,0
1742,97401,1,1,10,31,8.2,No,0
1743,97404,1,1,20,36,20,Yes,20
1744,97402,1,1,10,37,6.4,No,0
1745,97404,1,1,5,35,4.615384615,Yes,5
1746,97401,0,1,15,36,15,No,0
1747,97403,0,1,15,31,15.33333333,Yes,10
1748,97401,1,1,15,23,16.6,No,0
1749,97402,1,1,12,31,7.166666667,Yes,10
1750,97404,1,1,3,29,3.291666667,No,0
1751,97401,1,0,15,31,12,No,0
1752,97403,1,1,7,29,5.25,No,0
1753,97404,1,0,5,30,5.386363636,No,0
1754,97404,1,1,9,30,7.454545455,Yes,11
1755,97404,1,1,5,30,5.689655172,No,0
1756,97404,1,1,11,31,9.125,Yes,10
1757,97401,1,0,5,30,4.571428571,No,0
1758,97404,1,0,19,29,9.283333333,No,0
1759,97401,1,0,16,36,10.7,Yes,16
1760,97404,1,1,15,37,15,No,0
1761,97401,1,1,7,32,5.166666667,No,0
1762,97404,1,1,10,28,7.285714286,No,0
1763,97403,1,1,12,36,10.04166667,No,0
1764,97401,1,1,15,32,12.5,No,0
1765,97401,1,1,4,29,4,Yes,12.5
1766,97404,1,0,25,36,18.33333333,Yes,35
1767,97401,1,0,4,31,3.966666667,Yes,5
1768,97402,1,1,10,36,5.263157895,Yes,10
1769,97403,1,0,10,29,8.75,Yes,20
1770,97401,1,1,21,37,10.4,No,0
1771,97404,1,1,10,28,6.97826087,No,0
1772,97401,1,1,5,30,4.35,Yes,5
1773,97402,1,0,11,32,9.5,Yes,11
1774,97404,1,1,10,28,7.421052632,Yes,5
1775,97403,1,1,6,30,8.731153846,Yes,7
1776,97404,1,1,23,28,15.71428571,No,0
1777,97404,1,1,15,31,7.75862069,Yes,15
1778,97403,1,1,20,37,10.81818182,No,0
1779,97402,1,1,7,33,6.461538462,Yes,6
1780,97403,0,1,10,34,11.66666667,Yes,20
1781,97401,1,0,10,28,8,No,0
1782,97403,1,1,10,23,6.8,Yes,10
1783,97402,1,0,15,32,7.5,Yes,15
1784,97403,1,0,25,37,25,No,0
1785,97403,1,1,25,36,15.88888889,No,0
1786,97402,1,0,15,33,11.42857143,No,0
1787,97403,1,1,10,28,7.692307692,No,0
1788,97404,0,0,4,29,4.25,Yes,4
1789,97403,1,1,10,28,7.6,No,0
1790,97401,1,1,15,30,9.833333333,No,0
1791,97402,0,0,20,37,17.1,Yes,20
1792,97402,1,0,25,37,23.57142857,No,0
1793,97403,1,1,10,31,11.55555556,No,0
1794,97403,1,0,15,36,11.66666667,No,0
1795,97403,1,1,10,31,11.95652174,No,0
1796,97401,1,0,16,37,16,No,0
1797,97401,1,0,6,30,6.363636364,Yes,6
1798,97404,1,1,7,30,5.684210526,Yes,7
1799,97402,1,1,10,36,8.894736842,Yes,10
1800,97401,1,1,10,28,10.2,No,0
1801,97404,1,0,6,32,7.333333333,No,0
1802,97403,0,0,10,30,8.2,Yes,8
1803,97402,0,0,14,31,13.41666667,Yes,20
1804,97402,1,1,15,28,12.13333333,No,0
1805,97401,1,1,10,31,8.192307692,No,0
